Year,Launch,Institution,First Name,Primary Email,Language,Level,ED Course Level Equivalent,Class ,Status,Final Grade
2018,Summer,UnP,Persona33424561539,Persona33424561539@email.com,English,Basic 2,Basic 2,Boyle EN4 - Basic 2 (Summer 2018),No Show,0
2018,Summer,UnP,Persona31592929294,Persona31592929294@email.com,English,Basic 2,Basic 2,Boyle EN5 - Basic 2 (Summer 2018),No Show,0
2018,Summer,UnP,Persona3481404621,Persona3481404621@email.com,English,Basic 2,Basic 2,Boyle EN5 - Basic 2 (Summer 2018),No Show,0
2018,Summer,UnP,Persona362420076,Persona362420076@email.com,English,Basic 2,Basic 2,Boyle EN5 - Basic 2 (Summer 2018),No Show,0
2018,Summer,UPN,Persona99569996043395648,Persona99569996043395648@email.com,English,Basic 2,Basic 2,Boyle EN3 - Basic 2 (Summer 2018),No Show,0
2018,Summer,UPN,Persona42646708913163,Persona42646708913163@email.com,English,Basic 2,Basic 2,Levano EN1 - Basic 2 (Summer 2018),No Show,0
2018,Summer,UVM CL,Persona348140379935715328,Persona348140379935715328@email.com,English,Basic 2,Basic 2,Levano EN1 - Basic 2 (Summer 2018),No Show,0
2018,Winter,AIEP,Persona110130015940797,Persona110130015940797@email.com,English,Basic 2,Basic 2,Boyle EN5 - Basic 2 (Winter 2018),No Show,0
2018,Winter,CIBERTEC,Persona13486330895132356608,Persona13486330895132356608@email.com,English,Basic 2,Basic 2,Solano EN1 - Basic 2 (Winter 2018),No Show,0
2018,Winter,FADERGS,Persona148923406828,Persona148923406828@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Winter 2018),No Show,0
2018,Winter,FADERGS,Persona34816348852416,Persona34816348852416@email.com,English,Basic 2,Basic 2,Boyle EN4 - Basic 2 (Winter 2018),No Show,0
2018,Winter,FG,Persona57457672343571,Persona57457672343571@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Winter 2018),No Show,0
2018,Winter,FMU,Persona3379794863,Persona3379794863@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Winter 2018),No Show,0
2018,Winter,FMU,Persona10868947,Persona10868947@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Winter 2018),No Show,0
2018,Winter,FMU,Persona333347894460603,Persona333347894460603@email.com,English,Basic 2,Basic 2,Boyle EN4 - Basic 2 (Winter 2018),No Show,0
2018,Winter,FMU,Persona138528690217,Persona138528690217@email.com,English,Basic 2,Basic 2,Boyle EN5 - Basic 2 (Winter 2018),No Show,0
2018,Winter,FPB,Persona33192019675,Persona33192019675@email.com,English,Basic 2,Basic 2,Boyle EN5 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UDLA CL,Persona11540104,Persona11540104@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UDLA CL,Persona389231821,Persona389231821@email.com,English,Basic 2,Basic 2,Boyle EN5 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UE Portugal,Persona236245243,Persona236245243@email.com,English,Basic 2,Basic 2,Peters EN1 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UEM,Persona257294191773063840,Persona257294191773063840@email.com,English,Basic 2,Basic 2,Boyle EN5 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UEM,Persona3631998597757182,Persona3631998597757182@email.com,English,Basic 2,Basic 2,Peters EN1 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UEM,Persona3893341774337,Persona3893341774337@email.com,English,Basic 2,Basic 2,Peters EN1 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UIC,Persona1049672336,Persona1049672336@email.com,English,Basic 2,Basic 2,Peters EN2 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UiP,Persona31527974906,Persona31527974906@email.com,English,Basic 2,Basic 2,Boyle EN3 - Basic 2 (Winter 2018),No Show,0
2018,Winter,ULatina,Persona3148678,Persona3148678@email.com,English,Basic 2,Basic 2,Solano EN1 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UNIFACS,Persona1148538802749028144513024,Persona1148538802749028144513024@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UNIFACS,Persona7417412824686,Persona7417412824686@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UNIFACS,Persona348140357017597336616960,Persona348140357017597336616960@email.com,English,Basic 2,Basic 2,Boyle EN4 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UNIFACS,Persona13852884573742000242688,Persona13852884573742000242688@email.com,English,Basic 2,Basic 2,Solano EN1 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UniRitter,Persona470214884933,Persona470214884933@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UniRitter,Persona414373069962530752,Persona414373069962530752@email.com,English,Basic 2,Basic 2,Boyle EN5 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UnP,Persona1096052070,Persona1096052070@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UnP,Persona8786702691108,Persona8786702691108@email.com,English,Basic 2,Basic 2,Boyle EN3 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UnP,Persona314663979780,Persona314663979780@email.com,English,Basic 2,Basic 2,Boyle EN3 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UnP,Persona3606940135513,Persona3606940135513@email.com,English,Basic 2,Basic 2,Boyle EN5 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UPN,Persona99569996043395648,Persona99569996043395648@email.com,English,Basic 2,Basic 2,Boyle EN3 - Basic 2 (Winter 2018),No Show,0
2018,Winter,UVM CL,Persona257714992412377,Persona257714992412377@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Winter 2018),No Show,0
2018,Fall,AIEP,Persona2105231989930567,Persona2105231989930567@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,FMU | FIAM FAAM,Persona99708669733,Persona99708669733@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,FMU | FIAM FAAM,Persona4143689423,Persona4143689423@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,FMU | FIAM FAAM,Persona131050120,Persona131050120@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,FMU | FIAM FAAM,Persona1348487182,Persona1348487182@email.com,English,Basic 2,Basic 2,Mayer EN3 - Basic 2 (Fall 2018),No Show,0
2018,Fall,HoldCo,Persona138553325944,Persona138553325944@email.com,English,Basic 2,Basic 2,Mayer EN3 - Basic 2 (Fall 2018),No Show,0
2018,Fall,HoldCo,Persona414384263530,Persona414384263530@email.com,English,Basic 2,Basic 2,Mayer EN3 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona105442563376555360256,Persona105442563376555360256@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona99599284259986128896,Persona99599284259986128896@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona38928192631836008448,Persona38928192631836008448@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona1100916709738708285259776,Persona1100916709738708285259776@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona1189190527670524944490430464,Persona1189190527670524944490430464@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona134833638908478996480,Persona134833638908478996480@email.com,English,Basic 2,Basic 2,Mayer EN3 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona155696535633006846197891072,Persona155696535633006846197891072@email.com,English,Basic 2,Basic 2,Mayer EN3 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona131039760444079833088,Persona131039760444079833088@email.com,English,Basic 2,Basic 2,Mayer EN3 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona142132744503765925888,Persona142132744503765925888@email.com,English,Basic 2,Basic 2,Mayer EN3 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona438080097034825920,Persona438080097034825920@email.com,English,Basic 2,Basic 2,Mayer EN3 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona4265465313550820864,Persona4265465313550820864@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona4734691299463375,Persona4734691299463375@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona23488323230533402624,Persona23488323230533402624@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona5762091753362813952,Persona5762091753362813952@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona2782393396581896290304,Persona2782393396581896290304@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,Servicios Andinos,Persona210195187907568730112,Persona210195187907568730112@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UAM,Persona3892325925,Persona3892325925@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UAM,Persona11679512754,Persona11679512754@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UE Portugal,Persona2969514,Persona2969514@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UEM,Persona348140460352011,Persona348140460352011@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UEM,Persona110091680074927792193536,Persona110091680074927792193536@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UEM,Persona4380652938,Persona4380652938@email.com,English,Basic 2,Basic 2,Mayer EN3 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UEM,Persona107303922641,Persona107303922641@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UEM,Persona2782290657386,Persona2782290657386@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UiP,Persona14253920,Persona14253920@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UiP,Persona138533071929191,Persona138533071929191@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UiP,Persona10542362781526,Persona10542362781526@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UiP,Persona110091681071,Persona110091681071@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UNAB,Persona106878497917,Persona106878497917@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UNAB,Persona10555111610543,Persona10555111610543@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UniFG,Persona105423627815,Persona105423627815@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UNINORTE,Persona360763358,Persona360763358@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UNITEC Mx,Persona348140460661236826112,Persona348140460661236826112@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UNITEC Mx,Persona1049459869,Persona1049459869@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UnP,Persona105413619998,Persona105413619998@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UnP,Persona11009168004,Persona11009168004@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UnP,Persona14838164110,Persona14838164110@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Fall 2018),No Show,0
2018,Fall,UnP,Persona1140751,Persona1140751@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Fall 2018),No Show,0
2019,Winter,UNINORTE,Persona5637386825,Persona5637386825@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UAM,Persona3437065,Persona3437065@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UNAB,Persona1154010,Persona1154010@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UNIFACS,Persona1145867364,Persona1145867364@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Winter 2019),No Show,0
2019,Winter,HoldCo,Persona148381641108363,Persona148381641108363@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UiP,Persona1509367993,Persona1509367993@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Winter 2019),No Show,0
2019,Winter,FMU | FIAM FAAM,Persona744391129,Persona744391129@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Winter 2019),No Show,0
2019,Winter,EAD Laureate,Persona817399597079,Persona817399597079@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Winter 2019),No Show,0
2019,Winter,FMU | FIAM FAAM,Persona93904281654,Persona93904281654@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UAM,Persona31496218841343,Persona31496218841343@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UNIFACS,Persona3333283933,Persona3333283933@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UNAB,Persona1054107082,Persona1054107082@email.com,English,Basic 2,Basic 2,Mayer EN2 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UDLA CL,Persona36235524,Persona36235524@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Winter 2019),No Show,0
2019,Winter,HoldCo,Persona41442345655,Persona41442345655@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Winter 2019),No Show,0
2019,Winter,HoldCo,Persona414423470632,Persona414423470632@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UAM,Persona41438426353,Persona41438426353@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UAM,Persona1310398099286,Persona1310398099286@email.com,English,Basic 2,Basic 2,Mayer EN1 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UNITEC HN,Persona13483551838374828441600,Persona13483551838374828441600@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UAM,Persona4264752290,Persona4264752290@email.com,English,Basic 2,Basic 2,Boyle EN2 - Basic 2 (Winter 2019),No Show,0
2019,Winter,UnP,Persona13855327897,Persona13855327897@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Winter 2019),No Show,0
2019,Spring,FMU | FIAM FAAM,Persona3481403768858448756736,Persona3481403768858448756736@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Spring 2019),No Show,0
2019,Spring,FMU | FIAM FAAM,Persona31486798252126,Persona31486798252126@email.com,English,Basic 2,Basic 2,Boyle EN1 - Basic 2 (Spring 2019),No Show,0
